货到付款	亲好，如果您想货到付款购买商品，联系在线<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n%26memo%3D%26hashCode%3Dff4c73425522d7f34fa1fb578cc16d20%26timestamp%3D1483423376172&page=0&enterurl=http://help.gome.com.cn/question/9.html?intcmp=sy-public01023&areaCode=11010500%257C%25E5%258C%2597%25E4%25BA%25AC%25E5%25B8%2582%25E6%25B5%25B7%25E6%25B7%2580%25E5%258C%25BA%25E6%259B%2599%25E5%2585%2589%25E8%25A1%2597%25E9%2581%2593%257C11010000%257C11000000%257C110105025&shopname=%25E5%259C%25A8%25E7%25BA%25BF%25E5%25AE%25A2%25E6%259C%258D&back=1&fromChaterInfoBox=1&skillId=162&subject=%E5%9C%A8%E7%BA%BF%E5%92%A8%E8%AF%A2"><strong><span>人工客服</span></strong></a>####帮您提交订单哦
购买淘实惠商品可以使用优惠券吗？	淘实惠所售商品支持使用红券、蓝券。
预约购买商品和普通商品有什么不同？	预约购买商品一般为新品抢先、或者爆款商品，售后和整站规则一致。
预售商品和普通商品有什么不同？	预售商品一般为新品抢先、或者爆款商品，售后和整站规则一致。
商品可以配送到哪些区域？	配送范围查询：物流配送品牌页<a href="http://help.gome.com.cn/question/9.html">http://help.gome.com.cn/question/9.html </a>
偏远地区也能送到吗？	部分偏远地区国美在线支持送达，具体配送范围请查询：物流配送品牌页<a href="http://help.gome.com.cn/question/9.html">http://help.gome.com.cn/question/9.html </a>
超范围配送的商品还要收取其他费用吗？	如果可送达区域中涉及部分超配送范围区域，需收取一定的远程费用。####远程费用主要针对家电大件商品，部分大件商品配送到偏远地区的送货地址会收取相应远程费用、过桥费、小区进门费等，此类费用不在免费送货服务内，需您自行承担。
小件商品送货进度查询表	具体的建议您可以看下<a href="http://help.gome.com.cn/question/9.html"><span style="color: rgb(255,0,0);">http://help.gome.com.cn/question/9.html</span></a>介绍哦
国美在线支持的配送方式有哪些？	国美在线基于商品及平台不同，主要有4种配送方式：国美大家电配送、国美小件商品配送、供应商直接配送、第三方卖家配送。
自营小件商品送货进度如何查询？	详细进度您可以进入<a href="http://myhome.gome.com.cn/member/myOrder?intcmp=help-public01004&flag=a0">我的订单</a>，通过追踪功能实时查看订单进度。
供货商配送商品如何查询？	第三方供应商发货选用价格较适中便捷的快递公司为您配送商品，您可通过订单中的快递单号或追踪功能实时查看订单进度进行查询。详见<a href="http://myhome.gome.com.cn/member/myOrder?intcmp=help-public01004&flag=a0">我的订单</a>
国美在线的特色服务收取费用吗？	我们的特色服务都是免费的
用户如何获取电子发票？	订单完成后，用户可在“订单详情页”中的“付款信息”页面下载PDF格式电子发票。具体的建议您可以参照下http://help.gome.com.cn/question/5099.html哦
购物奖励	特权内容：####1、购物满2000元赠送购物奖励优惠券，在满足购物金额条件后自动发放，可在"我的国美"中的"优惠券"里进行查看，优惠券有效期为1个月。####2、会员需获得购物奖励优惠券需验证手机号码方可获得购物奖励优惠券。去验证 >####注意事项：####1、购买的商品不包括：机票、酒店、彩票、卡券等虚拟、服务类商品。####2、消费额金额中不包括使用优惠券、代金券、手机电子劵等支付的部分。####3、本活动只针对普通消费者。大客户、行业客户、渠道经销商不可享受。####适用人群：####G4 等级会员、G5 等级会员
国美在线有哪些优惠券？	国美在线目前设有红券、蓝券、购物券、店铺券四类主要优惠券，与其它类型优惠券：手机充值红券、手机游戏红券、彩票券、自营家电现金券，各类优惠券均不可抵扣运费、不能兑现。
多种优惠券能否同时使用？	同一订单中需要使用两种或以上的优惠券，不同类别的优惠券可以组合使用。（自营红券与红券属于同类别）####注：组合使用时，每张券需符合使用规则方能享受优惠。
充值流量时充错号码怎么办？	充错号码无法退款，一旦支付成功，系统自动将手机号码提交充值，无法进行拦截，请输入手机号码时仔细确认。
火车票的代购协议	第一条服务描述####我司对接合作方通过铁路官方网站或授权代售点为客户提供火车票代购服务。您可以在代购火车票的同时，自由选择网站提供的保险，也可以只选择火车票代购服务。####火车票代购服务不保证100%代购成功，我司预先收取您的票款，如果代购失败，我司会发起退款，原渠道退款到您支付的账户。####由于火车票票价经常调整，卧铺上中下价格不同，铁路官方随机出票，因此我们在部分席位的代购中，会按照最高价预先收取票款，代购成功后，根据实际买到的车票，退还差价部分。####我们会在火车票开售后，以短信通知您是否代购成功，由于短信通知有极少数无法及时收到，请及时查看订单状态，以免耽误行程。####第二条退票及改签说明####1、代购成功后，如未取票且离产品内显示的火车发车时间大于35分钟，可在线申请退票，在线自助申请退票时间为7:00～22:30。预订成功后，如已取票或离产品内显示的火车发车时间小于35分钟，您须在发车前携带纸质车票及购票时使用的有效身份证件至全国任意一个火车站的退票窗口办理退票。退票手续费按照铁路局规定收取，具体收费规则请参考铁路总公司官方网站说明。####2、若由于网络等技术故障，网站会临时性的暂停在线自助退票，您可以在发车前携带纸质车票及购票时使用的有效身份证件至全国任意一个火车站的退票窗口办理退票。####3、代购成功后，如需办理订单内的车票改签，您须在换取纸质车票后携带预订时所使用的乘车人有效身份证件原件，在列车开车前前往车站改签窗口办理相关手续。####4、其他退改签的操作说明与限制请参考铁路总公司官方网站说明。####第三条退款说明####1、产品代购失败退款：我司将在确认失败后当日退款至客户原支付渠道。####2、产品差价退款：如果订单内含有的车票的实际票价低于您所支付的票价，我司将在确认实际票价后将差额退款至原支付渠道。####3、产品退票退款：电子票客户退票后，铁路局将扣除退票手续费，将差额部分退款到我司，我司在收到铁路局的退票款后，确认您的退票信息，将退票款退回原支付渠道（收到铁路局退款确认大约需要1-15个工作日左右）。####4、退款方式：以上产品退款一律按客户订单支付时的原支付渠道退回。如使用支付宝余额进行支付的，退款实时到帐。如果使用银行卡支付，根据银行的不同，预计借记卡1-7个工作日到帐，信用卡1-15个工作日到账，退款到账日期以银行为准，如超7个工作日未到帐，请致电您的银行卡发卡行客服查询。####第四条免责说明####1、由于全国各铁路局会随时调整火车票信息（如车次、票价、坐席、余票），故本网显示产品信息，以及因网络传输问题，我司提供的此类信息可能并非最新或存在误差，因此仅供旅客作为一般参考，任何公司或个人不能将此作为我司做出任何承诺或做出任何保证的依据。####2、如因客户提供错误的订单信息（姓名、证件号码、日期、车次、座位类型等）或者因客户自身原因导致无法取票、车票丢失、车票损毁等情况所导致的损失，客户需自行承担相关损失费用。####3、我司将按承诺时限向客户订单支付的原渠道发起退款，退款到帐时间由支付渠道和银行决定，请您与支付渠道沟通联系。####4、我司提供的是火车票代购服务，您接受本协议，意味着您同意我们使用您填写的乘客信息进行代购，包括但不限于授权我们使用您的乘客信息进行注册、代购、退票等操作，同时您必须遵守12306的购票规定的服务条款（https://kyfw.12306.cn/otn/regist/rule）。####第五条解决争议适用法律法规约定####在您的预订生效后，如果在本须知或订单约定内容履行过程中，您对相关事宜的履行发生争议，您同意按照中华人民共和国颁布的相关法律法规来解决争议，并同意接受北京市朝阳区区人民法院的管辖。
机票预订的流程及注意事项	一、机票预订流程1、注册/登录登录国美在线账号，如果您还没有国美在线账户，请点此“免费注册”；2、查询航线选择单程或往返，输入出发/到达城市、往返时间，点击“搜索机票”；3、预订机票选择您需要的航班舱位，点击“预订”并按要求填写乘机人信息、联系方式、选择保险等；4、提交支付信息确认无误后，选择提交订单进行在线支付；5、订单支付时效机票订单在线支付付款等待期限为半小时，请您在订购成功后半小时内完成支付，否则系统将自动取消订单；6、查询出票结果支付成功后，稍后请到“[我的订单]-[机票订单]”查看电子客票信息。如长时间未出票或者未收到出票短信可联系国美在线客服，我们会竭诚为您服务。二、购票需知1、预订机票必须正确填写乘机人姓名和有效登机证件，如预订填写的姓名与登机证件姓名不一致（如证件上是英文名，而提交订单用汉字名等）将无法登机，所造成的损失由预订人自行承担。2、请正确、详细的输入您的联系信息并保持通讯畅通，后期如订单发生变动，客服会第一时间通知到您，如因预订人信息填写有误，产生的一切损失由预订者自身承担。3、国美在线网站仅提供票务信息，任何临时发生的航班取消或变动请直接与相关航空公司联系，国美在线不承担责任。三、预定常见问题1、查询机票看到特惠和商务的标识是什么意思？国美旅行机票在选择航班时有特惠和商务两种标示。特惠机票享受优惠价格，适用于提前计划旅行出游的顾客，保障登机前3小时出票；商务机票，退改签灵活，适用于行程变化频繁的商务出行客户。2、为什么有时候无法购买保险？目前特惠机票暂不提供购买保险服务，请您谅解。3、如何购买婴儿票？目前国美在线暂不支持婴儿票预定，如需预定可直接联系航司办理。4、如何购买儿童票？购买儿童票，要求年龄在2－12周岁，要在乘客类型中选择“儿童”，按提示填写信息即可预订。儿童票票价为成人全票价的50%，免收机建费，燃油费收取成人费用的50%。5、为什么有时无法预定儿童票？此情况一般出现在特惠机票，有部分特惠机票只可预定成人。儿童无法享受特惠价格优惠，具体详见预定时的提示。注：目前国美暂不支持单独预定儿童票，儿童需持户口本登机。6、如果订单信息输入错误，怎么办？根据民航规定，机票不能涂改；若乘客姓名错误无法更改，请办理退票，重新预订。如证件号码错误请第一时间联系国美在线客服，我们会竭诚为您服务。7、支付成功后多久完成出票？航空公司座位随订随售，建议您尽快支付，以保证座位，不能保证确切出票时间，舱位价格以您成功出票时为准。8、购买的保险最高保额为多少？a、保险生效时间和保险期限详见保单；b、保险对象：持有效机票乘坐民航客机的乘客；c、出票成功后，您可以到阳光保险查询保单详细。四、退票及改签说明1、如何申请退票和改期？目前国美在线不支持线上申请退票和改期，如需退票改签服务，请根据您收到的出票短信提示进行电话退改。商务机票请您拨打7*24小时退改热线010-58859030咨询办理；特惠机票请拨打7*24小时服务热线021-22268697，如行程单已打印，需将行程单寄回作废后，方能操作退票。2、退票改签如何收费？退票：未使用的机票，一般都是可以提交退票申请，具体收费标准根据航空公司的具体规定执行（特价机票不得退票、不得签转和改期，退票只退基建燃油费）。如购买特惠机票顾客需在预定之前查看页面中的退改签规定，由于特惠价格票价特殊，所以退改签规定也会随之比较严格。 3、退票后的退款如何退还？在接到您的退票申请后，相关客服人员会尽快联系航司处理退票事宜，航司审核通过后我们会将退款原路返回到您付款时所使用的支付工具。五、行程单/发票/报销凭证1、什么是电子行程单？电子机票行程单是旅客购买电子机票的付款报销凭证，但不作为机场办理乘机手续和安全检查的必要证明。电子客票行程单就是国内机票的报销凭证。国家规定行程单只能打印一次，无法再次打印。2、如何获取行程单？a、您在填写核对订单信息页时，选择【报销凭证】下的“需要行程单及保险发票“选项，并选择行程单的获取方式，如需快递或邮寄时，填写详细的邮寄地址；b、国内个别机场可提供自助打印行程单服务，如因特殊原因未打印，请最晚在航班起飞后7天内拨国美在线商旅服务热线：010-58859030，我们会竭诚为您服务。c、①行程单不作为登机凭证；②行程单为一人一单，遗失不补；③行程单不能任意更改，旅客应核对《行程单》上的姓名、证件号码等所项目。友情提示：如无需报销建议不要行程单，这样在机票退改时会更加方便。六、机票真伪验证1、拨打国际航协电子客票验证电话：400-815-8888；2、前往中国航信信天游网站验证： http://www.travelsky.com ；3、电话及网上验真会有个别情况无法验证,可拨打以下航空公司客服电话咨询验证。七、机票常识1、什么是无成人陪伴儿童？“无成人陪伴儿童”指年龄在5周岁到12周岁的无成人陪伴，单独乘机的儿童。无成人陪伴儿童乘机是近年来民航为使儿童能独自乘机旅行而推出的一项特色服务。国美在线不代理此项服务。2、如何买到特价机票？国美机票每天都会推出一些航线的特价机票，随时留意我们的机票页面。八、行李规定‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍1、免费行李额是多少？持成人票或儿童票的旅客，通常每人免费托运行李的限额为：头等舱40公斤，公务舱30公斤，经济舱20公斤。持婴儿票的旅客无免费行李额。廉价航司以航空公司规定为准。2、乘机时不可携带的物品有哪些？a、危险物品，包括爆炸品、气体、易燃液体、易燃固体、自 燃物质、遇水释放易燃气体的物质、氧化剂、有机过氧化物、毒性物质、传染性物质、放射性物品、腐蚀品和不属于上述任何一类别而在航空运输中具有危险性的物质和物品；‍‍‍‍‍‍‍‍‍‍‍‍b、枪支、弹药、管制刀具及其他类似的物品，但按照本规则第三十八条、第三十九条规定办理的除外；c、动物，已按规定办理手续的除外；d、中华人民共和国或者运输过程中有关国家法律规定禁止出境、入境或者过境的物品；e、包装、形状、重量、体积或者性质不适宜运输的物品；f、具体细则以机场规定为准‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍。九、乘机注意事项1、机票上乘机人姓名错了，怎么办？根据民航规定，机票不能涂改。若乘客姓名错误，只能按照自愿退票处理，重新预订。2、孕妇是否可以乘坐飞机？a、怀孕不足8个月（32周）的健康孕妇，可正常乘机；b、怀孕超过8个月（32周），不足9个月（36周）的健康孕妇需要乘机，应在乘机前72小时内提供 省级以上医疗单位盖章的《诊断证明书》，经航空公司同意后方可购票乘机；‍‍‍‍‍‍c、怀孕超过9个月（36周）的孕妇不接受购票乘机。3、70岁以上老人可以乘机吗？可以。不过对于身体状况欠佳的老人，建议乘机前与相应的航空公司客服咨询相关规定，以保障您的出行。4、宠物乘机需要办哪些手续？宠物乘机需提前预订有氧舱，请凭小动物托运申请单和检疫证明，提前3个工作日向航空公司售票处办理申请手续（详情请咨询航空公司）。5、可以用哪些证件办理登机手续？a、中国大陆籍乘客的居民身份证、护照、港澳通行证、军官证、武警警官证、士兵证、军队学员证、军队文职干部证、军队离退休干部证和军队职工证；b、港、澳地区居民和台湾同胞的回乡证、台胞证；c、外籍乘客的护照、旅行证、外交官证等；d、民航总局规定的其他有效登机身份证件。6、婴儿、儿童可使用的证件如下：a、婴儿常用（14天-2周岁）：出生证明、户口簿、独生子女证等有效证件；b、儿童常用（2-12周岁）：户口簿、身份证、护照等有效证件。‍‍‍‍‍‍‍‍‍其他：1、‍‍‍‍‍‍‍‍‍12周岁<未成年人<16周岁的可凭户口簿、身份证、护照等有效证件；2、安检时，工作人员将核实机票上姓名与证件的一致性，且每类人群只能使用与其对应的证件原件乘机，否则会影响您的顺利登机。<a href="http://help.gome.com.cn/question/5211.html">http://help.gome.com.cn/question/5211.html </a>"
